model_name,model_id,role,candidate_id,sample_id,key_run,label,plaintext_top_1,plaintext_top_2,ckks_top_1,top_two_gap,pairwise_decision_budget,pairwise_observed_error,minimum_cap_required,margin_utilization_cap,certifiable,plaintext_tie,argmax_flip,reserve_policy_pass,reserve_policy_rejection,gap_bin,plaintext_logits,ckks_logits,per_logit_absolute_error
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68166,3,1,1,0,1,15.925338349418498,7.9626691747092488,1.8858506312113832e-08,1.5221170841764406e-09,0.5,true,false,false,true,false,3,"[2.8451735352435548,18.770511884662053,0.10314519219512697,-15.098692247454975,-0.038023782002198914,-12.350805599475086,1.534130689941596,-1.6706324376963861,-5.097094260344082,-1.5395386599116403]","[2.8451735382932632,18.77051190047085,0.10314519811537332,-15.098692265799283,-0.03802378300455672,-12.350805631036577,1.534130687281992,-1.6706324393217757,-5.097094258843753,-1.5395386614743647]","[3.04970848574726e-09,1.5808797826366572e-08,5.9202463487117996e-09,1.834430740643711e-08,1.0023578078666162e-09,3.1561491198317526e-08,2.6596040925142006e-09,1.6253896006901414e-09,1.5003287501258455e-09,1.562724394332804e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68172,1,0,0,6,0,25.434227652445884,12.717113826222942,1.1070714123206926e-08,4.3526834289942788e-10,0.5,true,false,false,true,false,4,"[30.124870643459126,-7.460025405201991,-3.3899805370216978,-17.441788821200888,-21.552817444697602,-27.856216249730203,4.6906429910132434,-16.933125645265847,-9.604208484682953,-2.1344798947419807]","[30.124870635542205,-7.4600254014083,-3.3899805309041446,-17.44178881572737,-21.552817438364173,-27.856216239831753,4.69064298785945,-16.93312563787649,-9.604208483742205,-2.1344798920491614]","[7.916920452544218e-09,3.79369069491986e-09,6.117553130735587e-09,5.473516750953422e-09,6.333429780625011e-09,9.898450059608876e-09,3.153793670662708e-09,7.389356682097059e-09,9.407479240053362e-10,2.692819300875726e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68172,2,0,0,6,0,25.434227652445884,12.717113826222942,2.5752047605465123e-08,1.0124957579747336e-09,0.5,true,false,false,true,false,4,"[30.124870643459126,-7.460025405201991,-3.3899805370216978,-17.441788821200888,-21.552817444697602,-27.856216249730203,4.6906429910132434,-16.933125645265847,-9.604208484682953,-2.1344798947419807]","[30.124870622731727,-7.460025402379245,-3.3899805387831163,-17.441788811585667,-21.5528174321929,-27.85621623533794,4.690642985988594,-16.933125636726786,-9.604208471765075,-2.134479892219488]","[2.072739846425975e-08,2.8227455928231393e-09,1.761418566559314e-09,9.615220619707543e-09,1.250470305080853e-08,1.4392263381068915e-08,5.024649141205373e-09,8.539061013834726e-09,1.291787832258251e-08,2.5224928812406233e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68172,3,0,0,6,0,25.434227652445884,12.717113826222942,3.1159377300582491e-08,1.2250962650161718e-09,0.5,true,false,false,true,false,4,"[30.124870643459126,-7.460025405201991,-3.3899805370216978,-17.441788821200888,-21.552817444697602,-27.856216249730203,4.6906429910132434,-16.933125645265847,-9.604208484682953,-2.1344798947419807]","[30.124870668711964,-7.460025408774829,-3.389980536411304,-17.441788811067575,-21.552817455731123,-27.85621625601035,4.690642996919783,-16.93312564691825,-9.604208491022051,-2.1344798976682915]","[2.525283804288847e-08,3.5728380254340664e-09,6.103939576007633e-10,1.013331285548702e-08,1.1033520763703564e-08,6.280146180870361e-09,5.906539257694021e-09,1.652402659146901e-09,6.339098135299537e-09,2.9263107492738527e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68193,1,4,4,8,4,25.450065040930397,12.725032520465199,1.5247826112840812e-08,7.1926450830762061e-10,0.5,true,false,false,true,false,4,"[-6.982135039591107,-9.73661917505518,-9.400669777295498,-12.22518180358716,21.337344444344744,-6.348504694329714,-8.772935585331654,-14.32809911292512,-4.112720596585655,-4.226938602465674]","[-6.982135036157308,-9.736619172450492,-9.40066977137755,-12.225181796365803,21.33734442932674,-6.348504689434268,-8.77293558202813,-14.328099102867016,-4.112720596355832,-4.226938599596933]","[3.43379902290053e-09,2.604688020824142e-09,5.91794702131665e-09,7.22135773401078e-09,1.5018002841316047e-08,4.895445826491596e-09,3.3035245650125944e-09,1.0058103683263653e-08,2.29823271524765e-10,2.8687416886441497e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68193,2,4,4,8,4,25.450065040930397,12.725032520465199,1.6848260564472639e-08,1.0836983927425605e-09,0.5,true,false,false,true,false,4,"[-6.982135039591107,-9.73661917505518,-9.400669777295498,-12.22518180358716,21.337344444344744,-6.348504694329714,-8.772935585331654,-14.32809911292512,-4.112720596585655,-4.226938602465674]","[-6.982135042504622,-9.73661916978327,-9.400669773412641,-12.22518179393985,21.337344428958325,-6.348504689354533,-8.772935581915696,-14.32809909592083,-4.112720595123814,-4.226938590148121]","[2.913514762781233e-09,5.27191090782253e-09,3.882856702830395e-09,9.647310506011308e-09,1.538641924980766e-08,4.975181155941755e-09,3.415957294805594e-09,1.700428953199662e-08,1.46184131466498e-09,1.2317553199636677e-08]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68193,3,4,4,8,4,25.450065040930397,12.725032520465199,1.4504193401876364e-09,2.8369287280891221e-10,0.5,true,false,false,true,false,4,"[-6.982135039591107,-9.73661917505518,-9.400669777295498,-12.22518180358716,21.337344444344744,-6.348504694329714,-8.772935585331654,-14.32809911292512,-4.112720596585655,-4.226938602465674]","[-6.982135036527566,-9.73661917396246,-9.400669774647401,-12.225181803261254,21.337344443641754,-6.34850468992243,-8.77293557991239,-14.328099111921462,-4.112720595838225,-4.2269386090150896]","[3.06354053236646e-09,1.0927205806865459e-09,2.6480968529085658e-09,3.2590641296792455e-10,7.029896664789703e-10,4.4072834270991734e-09,5.41926326036446e-09,1.0036576014726961e-09,7.474296737086661e-10,6.549415232370848e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68197,1,6,6,8,6,17.456006040152445,8.7280030200762226,4.0365772946415746e-09,3.3182623741812734e-10,0.5,true,false,false,true,false,3,"[-0.02802199531688032,-13.75125192478694,-7.08878150991442,-4.807326375776735,-8.070455266983352,0.9911274236943335,19.370250044160013,-20.76436692848919,1.914244004007566,-11.706626337423447]","[-0.028021997802185894,-13.75125191974076,-7.088781503690072,-4.807326372179041,-8.070455270180847,0.9911274232149383,19.37025004160456,-20.764366925213523,1.9142440054886904,-11.706626341538694]","[2.485305572452745e-09,5.046180362455743e-09,6.22434814800954e-09,3.5976936985093744e-09,3.197495601625633e-09,4.793951902115623e-10,2.555452738306485e-09,3.2756659607002803e-09,1.4811245563350894e-09,4.1152468099880934e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68197,2,6,6,8,6,17.456006040152445,8.7280030200762226,1.7854963729746487e-08,1.199910541828192e-09,0.5,true,false,false,true,false,3,"[-0.02802199531688032,-13.75125192478694,-7.08878150991442,-4.807326375776735,-8.070455266983352,0.9911274236943335,19.370250044160013,-20.76436692848919,1.914244004007566,-11.706626337423447]","[-0.02802201284887698,-13.751251930887793,-7.088781506615589,-4.807326375582096,-8.070455269598417,0.9911274243233779,19.370250049904207,-20.764366945738615,1.9142440161183352,-11.70662633688279]","[1.7531996659991833e-08,6.100853155999175e-09,3.298831430242899e-09,1.9463897160676424e-10,2.615065497479918e-09,6.290443721468364e-10,5.7441944534275535e-09,1.7249426775833854e-08,1.2110769276318933e-08,5.406572967103784e-10]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68197,3,6,6,8,6,17.456006040152445,8.7280030200762226,4.856458346580439e-09,3.8184055129626509e-10,0.5,true,false,false,true,false,3,"[-0.02802199531688032,-13.75125192478694,-7.08878150991442,-4.807326375776735,-8.070455266983352,0.9911274236943335,19.370250044160013,-20.76436692848919,1.914244004007566,-11.706626337423447]","[-0.028021994282215162,-13.751251924854078,-7.088781507026746,-4.807326373439887,-8.070455274142036,0.9911274220153004,19.370250047479303,-20.764366932745595,1.9142440055447345,-11.706626344736645]","[1.0346651591053302e-09,6.713740674513247e-11,2.8876740998384776e-09,2.3368480484009524e-09,7.158684312003061e-09,1.6790331347493748e-09,3.3192897319622716e-09,4.256406782587874e-09,1.5371686146181673e-09,7.313197158964613e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68210,1,9,9,4,9,13.360242643434967,6.6801213217174835,7.0114811734356408e-09,5.2480193365956439e-10,0.5,true,false,false,true,false,2,"[-22.17935338965798,-20.3759640377221,-11.555838396936645,-0.660609461087865,11.756104205879884,-1.7257451998054794,-18.071010858342607,-2.9919305283647795,-10.287855978106563,25.11634684931485]","[-22.179353390174,-20.375964038718525,-11.555838399358727,-0.6606094621056867,11.756104210456673,-1.7257451966601025,-18.071010858789947,-2.9919305282173942,-10.28785598039235,25.116346851749544]","[5.160210037047364e-10,9.964260527794977e-10,2.422082090447475e-09,1.0178217157985614e-09,4.5767887257852635e-09,3.1453768478684196e-09,4.473399428661651e-10,1.4738521514345848e-10,2.285787559230812e-09,2.4346924476503773e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68210,2,9,9,4,9,13.360242643434967,6.6801213217174835,1.0215940093871723e-08,7.6465228712681276e-10,0.5,true,false,false,true,false,2,"[-22.17935338965798,-20.3759640377221,-11.555838396936645,-0.660609461087865,11.756104205879884,-1.7257451998054794,-18.071010858342607,-2.9919305283647795,-10.287855978106563,25.11634684931485]","[-22.17935339685517,-20.37596404479805,-11.555838403478587,-0.6606094600008046,11.756104205810175,-1.7257452032675047,-18.07101086575252,-2.9919305243206016,-10.287855984302553,25.116346859461082]","[7.19719039921074e-09,7.075950492207994e-09,6.541942099147491e-09,1.087060441662402e-09,6.970957144858403e-11,3.4620253330786e-09,7.409912683442599e-09,4.044177881468158e-09,6.1959894992469344e-09,1.0146230522423139e-08]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68210,3,9,9,4,9,13.360242643434967,6.6801213217174835,2.1762662782975895e-09,1.6289122408768345e-10,0.5,true,false,false,true,false,2,"[-22.17935338965798,-20.3759640377221,-11.555838396936645,-0.660609461087865,11.756104205879884,-1.7257451998054794,-18.071010858342607,-2.9919305283647795,-10.287855978106563,25.11634684931485]","[-22.179353388926685,-20.375964036250323,-11.555838396832216,-0.660609462345452,11.756104206806022,-1.7257451988857033,-18.071010858089657,-2.991930528646039,-10.287855977563822,25.116346848064723]","[7.312941363579739e-10,1.471775590289326e-09,1.0442846587466192e-10,1.2575870345088447e-09,9.261373890012692e-10,9.19776033114772e-10,2.5294966121691687e-10,2.8125946016643866e-10,5.427409632829949e-10,1.2501288892963203e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68233,1,1,1,4,1,14.176179007327676,7.0880895036638378,1.2235863877663178e-08,8.6312848274125571e-10,0.5,true,false,false,true,false,2,"[-1.6598924674745676,19.2591918810083,-10.09673511625945,-14.031086253701034,5.083012873680623,-7.446645973202923,-4.1423722928017135,-1.130186503130652,-7.998375832222844,0.05747892394824827]","[-1.659892465899321,19.25919187311353,-10.096735107799473,-14.031086250468736,5.0830128693395285,-7.446645975464417,-4.142372290498761,-1.1301865032396603,-7.99837582438399,0.05747892280686234]","[1.5752465998275511e-09,7.894769282756897e-09,8.459977607344626e-09,3.2322979848231626e-09,4.341094594906281e-09,2.261494103095174e-09,2.3029524953699365e-09,1.0900835789584562e-10,7.838854010344676e-09,1.1413859302145113e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68233,2,1,1,4,1,14.176179007327676,7.0880895036638378,2.6165878352912841e-09,2.3648747300747503e-10,0.5,true,false,false,true,false,2,"[-1.6598924674745676,19.2591918810083,-10.09673511625945,-14.031086253701034,5.083012873680623,-7.446645973202923,-4.1423722928017135,-1.130186503130652,-7.998375832222844,0.05747892394824827]","[-1.6598924698987236,19.259191878485353,-10.096735114769565,-14.031086250404535,5.083012873586981,-7.446645969914399,-4.142372292260239,-1.1301865015630486,-7.99837583356269,0.057478925362874245]","[2.4241559870574747e-09,2.5229454081454605e-09,1.4898855482670115e-09,3.2964990737127664e-09,9.36424271458236e-11,3.288524119682279e-09,5.414744208565025e-10,1.5676033804368217e-09,1.339846456005489e-09,1.4146259719183263e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68233,3,1,1,4,1,14.176179007327676,7.0880895036638378,2.4840755230570721e-08,1.7522884846283698e-09,0.5,true,false,false,true,false,2,"[-1.6598924674745676,19.2591918810083,-10.09673511625945,-14.031086253701034,5.083012873680623,-7.446645973202923,-4.1423722928017135,-1.130186503130652,-7.998375832222844,0.05747892394824827]","[-1.6598924624437545,19.259191865420988,-10.096735104400612,-14.031086244730258,5.083012864427179,-7.446645974907476,-4.142372292983664,-1.1301865008812129,-7.998375822979837,0.05747891690357543]","[5.030813099438092e-09,1.5587310997489112e-08,1.1858839243927832e-08,8.970776121941526e-09,9.253444233081609e-09,1.7045529432380135e-09,1.8195045470292825e-10,2.249439079449189e-09,9.243006360293293e-09,7.044672845069044e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68250,1,9,9,4,9,18.402777693309964,9.2013888466549822,7.7928703490215412e-09,4.2346163600370581e-10,0.5,true,false,false,true,false,3,"[-26.71283006668369,-19.657471690019353,-8.74715656874214,1.8097344328369656,8.19920337058901,-2.9637701146350994,-15.999115931667461,-3.796444834769115,2.5828749520465824,26.601981063898975]","[-26.712830072082543,-19.657471692492898,-8.747156568036722,1.8097344302026108,8.19920337599693,-2.963770114753838,-15.999115925914372,-3.7964448421893966,2.5828749575045995,26.601981061514024]","[5.398852920279751e-09,2.4735449244417396e-09,7.054179462784305e-10,2.6343547343543605e-09,5.40791944558805e-09,1.187383524836605e-10,5.7530886721224306e-09,7.420281722403388e-09,5.458017149351235e-09,2.3849509034334915e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68250,2,9,9,4,9,18.402777693309964,9.2013888466549822,1.1774080377335849e-08,6.3979908759187632e-10,0.5,true,false,false,true,false,3,"[-26.71283006668369,-19.657471690019353,-8.74715656874214,1.8097344328369656,8.19920337058901,-2.9637701146350994,-15.999115931667461,-3.796444834769115,2.5828749520465824,26.601981063898975]","[-26.71283005667654,-19.657471686448314,-8.747156565000726,1.8097344256323185,8.199203365103227,-2.9637701085060026,-15.999115919255082,-3.7964448358963603,2.5828749572917746,26.60198105761068]","[1.0007148887325457e-08,3.571038575955754e-09,3.74141428949315e-09,7.204647101133332e-09,5.48578427128632e-09,6.129096785656429e-09,1.2412378680437541e-08,1.1272454081279193e-09,5.245192280511901e-09,6.288296106049529e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68250,3,9,9,4,9,18.402777693309964,9.2013888466549822,1.8929451783833429e-08,1.0286192714654662e-09,0.5,true,false,false,true,false,3,"[-26.71283006668369,-19.657471690019353,-8.74715656874214,1.8097344328369656,8.19920337058901,-2.9637701146350994,-15.999115931667461,-3.796444834769115,2.5828749520465824,26.601981063898975]","[-26.712830084319673,-19.657471705787337,-8.747156569918962,1.8097344266325197,8.1992033770405,-2.9637701111874346,-15.999115935631249,-3.796444842564556,2.5828749616202415,26.601981076376937]","[1.763598334036942e-08,1.5767984251624512e-08,1.1768221952479507e-09,6.204445845980899e-09,6.45149000888523e-09,3.4476648202996785e-09,3.9637875204334705e-09,7.795441181457363e-09,9.573659198736095e-09,1.2477961774948199e-08]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68264,1,4,4,8,4,17.426832991359593,8.7134164956797964,1.4520720625910144e-08,8.3323921409642649e-10,0.5,true,false,false,true,false,3,"[-13.029332056001373,-3.7211610149003382,-10.41453423797593,-10.231069360114132,18.948927864085793,-11.7430519295141,-14.268971111187277,-2.805782251523121,1.5220948727262003,-1.0845520711094898]","[-13.029332069718619,-3.721161012883045,-10.414534246669135,-10.231069364673889,18.948927876861838,-11.743051935969493,-14.268971125561382,-2.8057822479420214,1.5220948709815247,-1.0845520706455554]","[1.371724600573998e-08,2.0172934434015133e-09,8.693204378573682e-09,4.559757016409094e-09,1.2776045110740597e-08,6.455392664861392e-09,1.4374105461456566e-08,3.581099861094117e-09,1.744675515169547e-09,4.639344464152373e-10]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68264,2,4,4,8,4,17.426832991359593,8.7134164956797964,8.7565761308638912e-09,5.5400188294835755e-10,0.5,true,false,false,true,false,3,"[-13.029332056001373,-3.7211610149003382,-10.41453423797593,-10.231069360114132,18.948927864085793,-11.7430519295141,-14.268971111187277,-2.805782251523121,1.5220948727262003,-1.0845520711094898]","[-13.029332061993482,-3.721161016745144,-10.414534240509667,-10.231069365617142,18.94892787274739,-11.743051930626276,-14.268971114942026,-2.805782251744165,1.5220948728211787,-1.0845520686725019]","[5.99210991936161e-09,1.8448056415820702e-09,2.533736775944817e-09,5.5030096035579845e-09,8.661597661330234e-09,1.1121752407916574e-09,3.754749400286528e-09,2.2104362784602927e-10,9.497846953365752e-11,2.4369879447760923e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68264,3,4,4,8,4,17.426832991359593,8.7134164956797964,4.7110551015805413e-09,4.8118425832636303e-10,0.5,true,false,false,true,false,3,"[-13.029332056001373,-3.7211610149003382,-10.41453423797593,-10.231069360114132,18.948927864085793,-11.7430519295141,-14.268971111187277,-2.805782251523121,1.5220948727262003,-1.0845520711094898]","[-13.029332063538831,-3.721161016502514,-10.414534243399604,-10.231069358383555,18.94892786866116,-11.743051930456431,-14.268971117256438,-2.805782249504848,1.522094872590511,-1.0845520660450605]","[7.537458657225216e-09,1.602175725423649e-09,5.4236739543966905e-09,1.7305765709352272e-09,4.575365863956904e-09,9.423306579492419e-10,6.069161173627435e-09,2.0182731041984425e-09,1.3568923762363738e-10,5.064429320356112e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68277,1,3,3,5,3,13.829756266517233,6.9148781332586164,1.2808872185132714e-08,1.1996483211443734e-09,0.5,true,false,false,true,false,2,"[-14.971882986686811,-9.498586008071545,-17.361474782567566,23.280719838326906,-9.146971058114346,9.450963571809673,-15.020199462296375,-20.09490074028562,7.078197941836626,0.31045473281001623]","[-14.97188298014564,-9.498586000498683,-17.361474780444098,23.280719828285477,-9.146971049639841,9.450963574577116,-15.020199452488242,-20.09490072991111,7.078197932440727,0.31045473244439353]","[6.541171160279191e-09,7.572861449034463e-09,2.123467623960096e-09,1.0041429021612203e-08,8.474504653577242e-09,2.767443163520511e-09,9.80813297246641e-09,1.0374510139854465e-08,9.395899169817312e-09,3.6562269878359643e-10]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68277,2,3,3,5,3,13.829756266517233,6.9148781332586164,1.9235031345488096e-08,1.3908438424224002e-09,0.5,true,false,false,true,false,2,"[-14.971882986686811,-9.498586008071545,-17.361474782567566,23.280719838326906,-9.146971058114346,9.450963571809673,-15.020199462296375,-20.09490074028562,7.078197941836626,0.31045473281001623]","[-14.971882993136493,-9.498586025981792,-17.361474794058488,23.280719847789022,-9.14697105851961,9.450963581582588,-15.020199463862717,-20.094900750892915,7.078197939537263,0.3104547322550629]","[6.449681677622721e-09,1.79102475073023e-08,1.1490921991708092e-08,9.462116423719635e-09,4.0526337841129134e-10,9.77291492176846e-09,1.5663417229916377e-09,1.060729459823051e-08,2.2993624781975086e-09,5.549533055315692e-10]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68277,3,3,3,5,3,13.829756266517233,6.9148781332586164,1.4898517974870629e-09,1.0772798658021863e-10,0.5,true,false,false,true,false,2,"[-14.971882986686811,-9.498586008071545,-17.361474782567566,23.280719838326906,-9.146971058114346,9.450963571809673,-15.020199462296375,-20.09490074028562,7.078197941836626,0.31045473281001623]","[-14.971882987413482,-9.498586007508752,-17.361474782519856,23.28071983691269,-9.146971057268406,9.45096357188531,-15.020199460718995,-20.094900740164615,7.078197941922825,0.31045473215404434]","[7.266702795050151e-10,5.62792479286145e-10,4.770939199261193e-11,1.4142145232654002e-09,8.459402067728661e-10,7.563727422166266e-11,1.5773800043916708e-09,1.2100542789994506e-10,8.619949198873655e-11,6.559718879195486e-10]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68307,1,0,0,6,0,39.033102830090506,19.516551415045253,1.3648543628619336e-08,3.4966586407518987e-10,0.5,true,false,false,true,false,5,"[44.89436459086042,-10.562577496036207,-1.0563257469474268,-18.734733161702565,-28.82746121277738,-30.154390394831374,5.861261760769914,-23.84561636759843,-18.593336840468492,-12.991959192969404]","[44.89436459758008,-10.562577491871714,-1.056325754461094,-18.734733160440335,-28.827461217041666,-30.154390400170097,5.861261767698798,-23.845616367568564,-18.593336847987644,-12.99195919172331]","[6.719659495502128e-09,4.164492750646787e-09,7.513667243941313e-09,1.2622294320863148e-09,4.264286701527453e-09,5.338723241266052e-09,6.928884133117208e-09,2.986766389767581e-11,7.519151523638357e-09,1.246093006557203e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68307,2,0,0,6,0,39.033102830090506,19.516551415045253,1.8083746056163363e-08,4.6329255798292968e-10,0.5,true,false,false,true,false,5,"[44.89436459086042,-10.562577496036207,-1.0563257469474268,-18.734733161702565,-28.82746121277738,-30.154390394831374,5.861261760769914,-23.84561636759843,-18.593336840468492,-12.991959192969404]","[44.89436458171324,-10.562577501573525,-1.0563257445011733,-18.734733153630117,-28.827461206567747,-30.15439038094576,5.8612617518333465,-23.84561635295657,-18.593336823118733,-12.991959183812604]","[9.147179014235007e-09,5.537318159554161e-09,2.446253422050404e-09,8.072447599261068e-09,6.209631919773528e-09,1.3885614436048854e-08,8.936567041928356e-09,1.4641862833286723e-08,1.734975896283686e-08,9.156799762877199e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68307,3,0,0,6,0,39.033102830090506,19.516551415045253,2.1549936057851937e-08,6.0849661269561805e-10,0.5,true,false,false,true,false,5,"[44.89436459086042,-10.562577496036207,-1.0563257469474268,-18.734733161702565,-28.82746121277738,-30.154390394831374,5.861261760769914,-23.84561636759843,-18.593336840468492,-12.991959192969404]","[44.89436461018039,-10.562577502788411,-1.0563257555882966,-18.734733163948498,-28.827461222315684,-30.154390405529565,5.86126176299988,-23.845616373597245,-18.59333684894362,-12.991959195660657]","[1.931996962412086e-08,6.75220412915678e-09,8.640869797460482e-09,2.245933217182028e-09,9.538304368561512e-09,1.0698190777702621e-08,2.2299664337310787e-09,5.998813890073507e-09,8.475126378471032e-09,2.691253442321795e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68346,1,3,3,2,3,35.704952694499127,17.852476347249564,1.4991418106902188e-09,1.2908198428291608e-10,0.5,true,false,false,true,false,5,"[-14.692323740755205,-15.277744151799077,0.46160867313232856,36.16656136763146,-20.0820948759061,-1.4218153166580567,-35.71344796479224,-4.692793963870706,-7.6043354747935386,-1.3437597665152547]","[-14.692323745125536,-15.277744146985404,0.461608673685738,36.16656136668573,-20.082094871774224,-1.4218153161090457,-35.7134479635389,-4.692793967140119,-7.604335470089237,-1.3437597702195307]","[4.370331652125969e-09,4.8136730157466445e-09,5.534094293935254e-10,9.457323812966933e-10,4.131877062718559e-09,5.49011058836868e-10,1.253340542461956e-09,3.2694131846255914e-09,4.704301836966351e-09,3.704275997051809e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68346,2,3,3,2,3,35.704952694499127,17.852476347249564,1.0981705211854376e-08,3.1572768852557998e-10,0.5,true,false,false,true,false,5,"[-14.692323740755205,-15.277744151799077,0.46160867313232856,36.16656136763146,-20.0820948759061,-1.4218153166580567,-35.71344796479224,-4.692793963870706,-7.6043354747935386,-1.3437597665152547]","[-14.692323742305476,-15.277744153644775,0.46160866887552665,36.16656137435636,-20.082094873882106,-1.4218153125585955,-35.71344796957189,-4.692793968528167,-7.604335478561142,-1.343759761397111]","[1.5502710226655836e-09,1.8456987049830786e-09,4.256801910962338e-09,6.724903300892038e-09,2.0239951936673606e-09,4.099461214934763e-09,4.7796504532016115e-09,4.657461083468206e-09,3.767603118376428e-09,5.118143686644316e-09]"
lenet5_small,mnist_lenet5_small_square_v1,locked_audit,synth_analysis_minimum_rescale_N15_Q18_S44_3d9a3ac648cc,mnist_68346,3,3,3,2,3,35.704952694499127,17.852476347249564,1.7689250064734097e-09,6.8301507808593215e-11,0.5,true,false,false,true,false,5,"[-14.692323740755205,-15.277744151799077,0.46160867313232856,36.16656136763146,-20.0820948759061,-1.4218153166580567,-35.71344796479224,-4.692793963870706,-7.6043354747935386,-1.3437597665152547]","[-14.69232374014491,-15.27774415108711,0.4616086735775693,36.166561366307775,-20.08209487641468,-1.4218153172759762,-35.7134479626221,-4.692793964116526,-7.604335473860399,-1.343759767753582]","[6.10294037528547e-10,7.119673739452992e-10,4.4524073317120383e-10,1.3236842733022058e-09,5.085780685476493e-10,6.179194933508825e-10,2.170139623558498e-09,2.4582025304198396e-10,9.33139787662185e-10,1.2383272185445549e-09]"
